1	4.2110
2	5.310
3	5.374
4	5.31010
5	3.101010
10	3.52
7	3.702
10	3.7
9	3.101010
10	3.10102
11	4.4410
12	5.412
13	5.224
14	5.21010
15	4.054
110	3.3104
17	3.27
110	3.43
19	3.21010
20	3.7210
21	5.1094
22	7.7010
23	7.0210
24	5.174
25	4.474
210	3.2410
27	3.2310
210	3.2210
29	3.2510
30	3.1710
31	2.72
32	3.7510
33	4.342
34	4.512
35	4.0510
310	2.472
37	2.79
310	2.1024
39	2.772
40	3.74
41	4.9210
42	10.052
43	10.752
44	10.474
45	10.3010
410	4.4104
47	3.3910
410	3.09
49	3.73
50	2.3010
51	2.31010
52	4.5910
53	4.524
54	4.202
55	4.472
510	2.1052
57	2.9210
510	2.94
59	2.934
100	2.9210
101	3.452
102	4.107
103	4.101010
104	4.101010
105	3.1710
1010	2.92
107	2.93
1010	2.912
109	2.10010
70	2.714
71	3.5310
72	10.072
73	4.5310
74	4.4010
75	2.912
710	2.3210
77	2.2104
710	2.27
79	2.2510
100	2.11010
101	2.9710
102	4.2
103	4.204
104	4.2110
105	2.71010
1010	2.54
107	2.4910
1010	2.3310
109	2.322
90	2.4410
91	4.2910
92	4.23
93	4.23
94	3.924
95	4.2110
910	4.224
97	4.07
910	3.1012
99	3.4510
100	3.434
101	3.31010
102	3.404
103	3.3102
104	3.10110
105	3.4710
1010	3.394
107	3.4
1010	3.414
109	3.432
110	3.4110
111	3.392
112	3.394
113	3.394
114	3.4010
115	3.42
1110	3.4110
117	3.422
1110	3.332
119	3.3110
120	3.334
121	3.2102
122	3.4710
123	3.102
124	3.101
125	3.10410
1210	3.1014
127	3.4010
1210	3.31010
129	3.372
130	3.37
131	3.342
132	3.2104
133	3.2710
134	3.3102
135	3.4110
1310	3.3910
137	3.4010
1310	3.4010
139	3.392
140	3.3710
141	3.31010
142	3.35
143	3.352
144	3.3104
145	3.310
1410	3.404
147	3.3710
1410	3.31010
149	3.3710
150	3.254
151	3.214
152	3.202
153	3.202
154	3.212
155	3.2010
1510	3.214
157	3.2010
1510	3.222
159	3.2110
1100	3.2110
1101	3.194
1102	3.2710
1103	3.2102
1104	3.292
1105	3.3110
11010	3.37
1107	3.42
11010	3.41
1109	3.4
170	3.4
171	3.31010
172	3.37
173	3.332
174	3.31
175	3.312
1710	3.314
177	3.302
1710	3.302
179	3.3
1100	3.29
1101	3.21010
1102	3.23
1103	3.2110
1104	3.2510
1105	3.2104
11010	3.210
1107	3.2102
11010	3.2104
1109	3.2310
190	3.2210
191	3.222
192	3.2210
193	3.2010
194	3.11010
195	3.1910
1910	3.204
197	3.232
1910	3.254
199	3.3710
200	3.372
201	3.31010
202	3.31010
203	3.4910
204	3.4210
205	3.44
2010	3.44
207	3.454
2010	3.45
209	3.410
210	3.474
211	3.4510
212	1.1032
213	2.044
214	3.354
215	3.2102
2110	3.3010
217	3.314
2110	3.3010
219	1.1092
220	3.342
221	3.354
222	3.334
223	3.33
224	2.74
225	2.11010
2210	3.33
227	3.34
2210	3.3010
229	3.044
230	1.71010
231	3.3710
232	3.414
233	3.4210
234	3.42
235	1.10710
2310	3.442
237	3.414
2310	3.412
239	2.542
240	2.102
241	3.41
242	3.392
243	2.10710
244	1.10410
245	3.494
2410	3.42
247	3.2210
2410	1.9410
249	3.392
250	3.31010
251	3.3710
252	1.1072
253	3.212
254	3.3410
255	3.3010
2510	3.302
257	2.310
2510	2.1052
259	3.392
2100	3.3910
2101	3.424
2102	1.1010
2103	3.25
2104	3.502
2105	3.4104
21010	3.4710
2107	1.10910
21010	3.494
2109	3.4102
270	3.410
271	3.474
272	2.3010
273	2.9210
274	3.472
275	3.410
2710	3.454
277	3.4104
2710	1.71010
279	3.1102
2100	3.3710
2101	3.372
2102	3.3102
2103	3.112
2104	1.1014
2105	3.3510
21010	3.31010
2107	3.392
21010	2.101
2109	2.110
290	3.37
291	3.3210
292	2.7710
293	2.3510
294	0.910
295	1.10010
2910	2.35
297	2.4210
2910	2.0710
299	0.710
300	2.4210
301	2.412
302	2.4210
303	1.53
304	1.31010
305	2.424
3010	2.4210
307	2.31010
3010	0.3710
309	2.202
310	2.43
311	2.3410
312	1.9110
313	0.3104
314	2.334
315	2.32
3110	2.3010
317	2.3010
3110	0.4310
319	1.5104
320	2.3210
321	2.3210
322	2.334
323	1.10410
324	0.2104
325	2.342
3210	2.392
327	2.414
3210	2.414
329	0.754
330	1.42
331	2.41010
332	2.474
333	2.41010
334	1.101
335	0.1074
3310	2.444
337	2.41
3310	2.412
339	2.2010
340	0.37
341	2.104
342	2.404
343	2.4110
344	2.342
345	1.2102
3410	0.1052
347	2.34
3410	2.3310
349	2.334
350	2.33
351	1.0310
352	0.31010
353	2.35
354	2.3410
355	2.3410
3510	1.1034
357	1.222
3510	2.342
359	2.334
3100	1.101010
3101	1.1910
3102	2.35
3103	2.3910
3104	2.444
3105	0.4010
31010	2.434
3107	2.502
31010	2.5110
3109	1.5110
370	1.4910
371	2.5010
372	2.504
373	2.492
374	0.1014
375	2.304
3710	2.53
377	2.3710
3710	0.3104
379	2.37
3100	2.3510
3101	2.352
3102	0.4110
3103	2.1054
3104	2.54
3105	2.5210
31010	1.2010
3107	3.1044
31010	4.122
3109	3.4510
390	1.91010
391	0.5910
392	1.29
393	2.73
394	2.734
395	2.7104
3910	2.51010
397	1.044
3910	1.52
399	3.0310
400	2.974
401	2.10410
402	2.10410
403	2.10510
404	2.472
405	0.10510
4010	0.10310
407	2.10010
4010	2.5910
409	2.510
410	2.5210
411	2.472
412	1.10510
413	0.422
414	0.79
415	2.4310
4110	2.3910
417	2.3310
4110	2.304
419	0.2710
420	0.712
421	2.332
422	2.344
423	2.354
424	2.332
425	2.31010
4210	0.1012
427	0.21010
4210	1.952
429	2.3710
430	2.374
431	2.4010
432	1.004
433	0.31010
434	1.4510
435	2.410
4310	2.454
437	2.41010
4310	2.0210
439	0.3102
440	0.902
441	2.41010
442	2.4510
443	2.45
444	2.4410
445	0.93
4410	0.21010
447	1.3710
4410	2.4510
449	2.4510
450	2.444
451	2.122
452	0.3510
453	0.952
454	2.4210
455	2.42
4510	2.412
457	1.0010
4510	0.43
459	2.10710
4100	3.71010
4101	4.5102
4102	5.2102
4103	2.3102
4104	3.25
4105	4.10110
41010	5.242
4107	4.1010
41010	3.7310
4109	3.4210
470	5.254
471	5.2410
472	5.2110
473	3.10510
474	2.1022
475	3.104
4710	4.10310
477	4.1034
4710	4.1052
479	3.13
4100	1.7510
4101	3.4710
4102	4.5
4103	3.552
4104	3.94
4105	2.44
41010	2.010
4107	3.1052
41010	4.432
4109	4.410
490	2.11010
491	2.3510
492	3.954
493	3.7410
494	3.944
495	3.1010
4910	1.107
497	3.214
4910	4.5
499	3.10
500	2.10104
501	2.5210
502	2.101010
503	4.2510
504	4.1210
505	3.2110
5010	0.574
507	2.344
5010	3.1004
509	4.1022
510	3.2110
511	0.774
512	0.572
513	1.952
514	2.10010
515	2.10
5110	2.51010
517	1.334
5110	0.3102
519	1.2310
520	2.4410
521	2.4210
522	1.794
523	0.21010
524	0.10010
525	2.4210
5210	2.442
527	2.4210
5210	0.1074
529	0.3010
530	2.09
531	2.5010
532	2.2210
533	0.3010
534	0.29
535	2.442
5310	2.514
537	2.5010
5310	0.31010
539	0.5310
540	2.4910
541	2.47
542	2.4410
543	0.102
544	0.3010
545	2.45
5410	2.432
547	2.444
5410	1.97
549	0.2510
550	0.5010
551	2.37
552	2.352
553	2.14
554	0.212
555	0.992
5510	2.3102
557	2.3104
5510	1.9210
559	0.2110
5100	0.10510
5101	2.3910
5102	2.412
5103	1.1072
5104	0.2210
5105	1.1032
51010	2.352
5107	2.3210
51010	0.732
5109	0.2010
570	2.332
571	2.39
572	2.4710
573	0.1004
574	0.310
575	1.774
5710	2.52
577	2.542
5710	2.2210
579	0.59
5100	1.354
5101	2.734
5102	2.734
5103	2.002
5104	0.472
5105	0.10710
51010	2.324
5107	2.342
51010	2.3210
5109	0.302
590	0.2010
591	2.022
592	2.3510
593	2.3410
594	2.24
595	0.224
5910	0.424
597	2.344
5910	2.3010
599	2.3310
1000	1.410
1001	0.222
1002	0.102
1003	2.352
1004	2.312
1005	2.324
10010	0.232
1007	0.342
10010	1.94
1009	2.4510
1010	2.4410
1011	1.10310
1012	0.32
1013	1.154
1014	2.442
1015	2.41
10110	2.2102
1017	0.32
10110	0.1012
1019	2.4410
1020	2.4210
1021	2.41
1022	0.4310
1023	0.492
1024	2.424
1025	2.392
10210	2.3102
1027	0.754
10210	0.412
1029	2.354
1030	2.412
1031	2.4210
1032	1.3104
1033	0.292
1034	1.33
1035	2.3910
10310	2.422
1037	2.402
10310	0.43
1039	0.101010
1040	2.42
1041	2.39
1042	2.4410
1043	0.9710
1044	0.4
1045	2.432
10410	2.5
1047	2.52
10410	0.71010
1049	0.402
1050	2.2310
1051	2.512
1052	2.41010
1053	1.9310
1054	0.3710
1055	0.9010
10510	2.3310
1057	2.3410
10510	2.3210
1059	1.7010
10100	0.2010
10101	0.5110
10102	2.4210
10103	2.43
10104	2.424
10105	2.3010
101010	0.21010
10107	0.7510
101010	3.4910
10109	3.522
1070	3.410
1071	3.434
1072	1.10410
1073	1.3310
1074	2.1074
1075	3.41
10710	3.412
1077	3.31010
10710	1.1044
1079	1.414
10100	3.352
10101	3.5
10102	3.5110
10103	3.174
10104	1.4210
10105	1.994
101010	3.492
10107	3.410
101010	3.492
10109	3.4102
1090	1.492
1091	1.3210
1092	3.2102
1093	3.422
1094	3.424
1095	3.254
10910	1.32
1097	2.294
10910	3.4
1099	3.402
700	3.4110
701	2.994
702	1.3210
703	2.02
704	3.3710
705	3.372
7010	3.374
707	3.4210
7010	1.4102
709	1.1034
710	3.4102
711	3.41010
712	2.91
713	0.9310
714	0.3310
715	1.9210
7110	2.42
717	2.4310
7110	2.43
719	2.454
720	0.424
721	0.7110
722	2.4102
723	2.410
724	2.4110
725	1
7210	0.2910
727	1.105
7210	2.31
729	2.332
730	2.242
731	0.224
732	0.752
733	2.33
734	2.322
735	2.312
7310	0.710
737	0.3104
7310	2.3310
739	2.312
740	2.332
741	0.10510
742	0.10104
743	2.302
744	2.324
745	1.1052
7410	0.2210
747	2.1104
7410	2.310
749	1.92
750	0.254
751	2.1104
752	2.554
753	2.0210
754	0.414
755	2.1010
7510	2.522
757	2.0710
7510	0.402
759	2.1110
7100	2.41010
7101	1.34
7102	0.101010
7103	2.44
7104	2.4210
7105	1.2710
71010	0.43
7107	2.4210
71010	2.3102
7109	2.4010
770	0.33
771	1.2010
772	2.4010
773	2.442
774	2.4210
775	2.432
7710	2.414
777	0.4104
7710	0.312
779	2.352
7100	2.4210
7101	2.5102
7102	2.7104
7103	2.1010
7104	1.42
7105	0.9010
71010	3.194
7107	3.3210
71010	2.107
7109	1.2310
790	1.12
791	0.592
792	0.10
793	0.102
794	0.7910
795	0.7910
7910	0.1094
797	0.1094
7910	0.7510
799	0.10102
1000	0.10104
1001	0.1042
1002	0.1010
1003	0.10310
1004	0.1010
1005	0.10310
10010	0.4710
1007	0.3110
10010	0.33
1009	0.310
1010	0.522
1011	0.422
1012	0.2102
1013	0.22
1014	0.2410
1015	0.212
10110	0.242
1017	0.222
10110	0.24
1019	0.2110
1020	0.2210
1021	0.21
1022	0.2710
1023	0.322
1024	0.3310
1025	0.3110
10210	0.314
1027	0.3210
10210	0.3010
1029	0.3210
1030	0.304
1031	2.2010
1032	2.3310
1033	2.3102
1034	2.3510
1035	2.324
10310	2.2104
1037	2.210
10310	2.2510
1039	2.3010
1040	2.21010
1041	2.3
1042	2.3410
1043	2.3710
1044	2.3410
1045	2.35
10410	2.3210
1047	2.3310
10410	2.3210
1049	0.504
1050	0.21010
1051	1.734
1052	2.3110
1053	2.322
1054	2.302
1055	2.3110
10510	2.302
1057	2.29
10510	2.3710
1059	0.31010
10100	0.332
10101	1.734
10102	2.4110
10103	2.4
10104	2.4110
10105	2.31010
101010	2.4010
10107	2.3710
101010	1.1104
10109	0.3
1070	0.7
1071	2.3710
1072	2.32
1073	2.2710
1074	2.210
1075	2.2710
10710	2.294
1077	2.210
10710	2.3
1079	0.21
10100	0.2110
10101	2.2510
10102	2.312
10103	2.21010
10104	2.3010
10105	2.272
101010	2.354
10107	0.10110
101010	0.2102
10109	1.710
1090	2.3410
1091	2.31010
1092	2.3102
1093	2.3710
1094	2.43
1095	2.512
10910	0.10110
1097	0.3910
10910	1.5210
1099	2.4104
900	2.4102
901	2.502
902	2.4104
903	2.41010
904	2.04
905	0.402
9010	0.310
907	1.10710
9010	2.310
909	2.3104
910	2.3310
911	2.352
912	2.34
913	2.310
914	0.914
915	0.29
9110	1.0510
917	2.374
9110	2.31010
919	2.3510
920	2.294
921	2.2710
922	2.210
923	0.21010
924	0.222
925	1.1022
9210	2.2910
927	2.2710
9210	2.2910
929	2.210
930	2.94
931	2.792
932	1.1510
933	0.932
934	2.514
935	2.9104
9310	2.9910
937	2.94
9310	3.2710
939	5.9010
940	7.0104
941	10.9210
942	10.510
943	10.05
944	10.104
945	4.7102
9410	4.5010
947	4.472
9410	3.7010
949	0.724
950	1.1092
951	2.012
952	2.372
953	2.31010
954	2.4
955	2.424
9510	1.01010
957	0.310
9510	1.1032
959	2.41
9100	2.310
9101	2.402
9102	2.4310
9103	2.432
9104	1.104
9105	0.424
91010	1.41
9107	2.722
91010	2.712
9109	2.7010
970	2.41010
971	2.424
972	1.2510
973	0.37
974	0.71010
975	2.474
9710	2.474
977	2.41010
9710	2.41010
979	2.444
9100	2.272
9101	0.3310
9102	0.29
9103	1.41010
9104	2.324
9105	2.32
91010	2.3010
9107	2.314
91010	2.312
9109	2.3010
990	0.444
991	0.21010
992	1.10410
993	2.3010
994	2.29
995	2.21010
9910	2.2910
997	2.292
9910	0.37
999	0.472
1000	3.054
1001	3.410
1002	3.572
1003	3.510
1004	3.5210
1005	3.49
10010	2.0310
1007	1.4010
10010	2.104
1009	3.31010
1010	3.394
1011	3.310
1012	1.354
1013	1.334
1014	1.3510
1015	1.37
10110	1.322
1017	1.304
10110	1.394
1019	1.702
1020	2.242
1021	3.714
1022	3.212
1023	3.1094
1024	3.204
1025	3.10710
10210	3.101010
1027	3.10710
10210	3.722
1029	3.7110
1030	3.75
1031	4.17
1032	5.7710
1033	5.7110
1034	5.7310
1035	5.714
10310	5.732
1037	5.73
10310	5.10410
1039	5.1042
1040	5.1010
1041	5.1072
1042	5.07
1043	5.41010
1044	5.10910
1045	5.0210
10410	3.2410
1047	2.712
10410	3.5310
1049	3.574
1050	3.0110
1051	3.002
1052	4.444
1053	5.51010
1054	4.104
1055	5.01010
10510	5.57
1057	3.105
10510	2.394
1059	3.024
10100	3.25
10101	3.3710
10102	2.2104
10103	3.1010
10104	2.9710
10105	1.91010
101010	1.9210
10107	2.5210
101010	1.51
10109	1.572
1070	1.1002
1071	1.5102
1072	1.55
1073	1.51010
1074	1.10510
1075	1.10510
10710	1.105
1077	1.10710
10710	2.492
1079	3.10210
10100	3.1022
10101	3.1034
10102	3.101
10103	3.1024
10104	3.10310
10105	3.1044
101010	3.1024
10107	3.1044
101010	3.1010
10109	4.004
1090	3.7104
1091	3.7104
1092	3.792
1093	2.1410
1094	1.10010
1095	1.10210
10910	1.922
1097	1.9710
10910	1.93
1099	1.9104
1100	1.1054
1101	1.7102
1102	1.7310
1103	1.71010
1104	1.7410
1105	1.734
11010	1.7310
1107	1.9510
11010	1.9104
1109	1.9102
1110	2.05
1111	2.032
1112	2.0310
1113	1.9104
1114	1.97
1115	1.9410
11110	1.97
1117	1.9102
11110	1.91010
1119	1.972
1120	1.974
1121	1.954
1122	1.9510
1123	2.01
1124	1.9410
1125	1.9210
11210	1.9010
1127	1.7010
11210	1.5104
1129	1.54
1130	1.510
1131	1.5104
1132	1.734
1133	1.772
1134	1.1074
1135	1.74
11310	1.1022
1137	1.1054
11310	1.1054
1139	1.9010
1140	1.9410
1141	3.310
1142	3.5110
1143	2.4310
1144	1.924
1145	1.954
11410	2.0110
1147	2.014
11410	1.992
1149	1.9910
1150	2.002
1151	1.9104
1152	1.93
1153	1.103
1154	1.7010
1155	2.93
11510	3.1102
1157	1.7110
11510	1.7110
1159	1.71
11100	1.712
11101	1.702
11102	1.732
11103	1.722
11104	1.712
11105	1.7110
111010	1.714
11107	1.71
111010	1.722
11109	1.72
1170	1.714
1171	1.7310
1172	1.7210
1173	1.712
1174	1.72
1175	1.7110
11710	1.704
1177	1.754
11710	1.7910
1179	1.742
11100	1.74
11101	1.742
11102	1.75
11103	1.7310
11104	1.712
11105	1.51010
111010	1.41010
11107	1.494
111010	1.504
11109	1.4910
1190	1.44
1191	1.44
1192	1.434
1193	1.4410
1194	1.442
1195	1.434
11910	1.4510
1197	1.4102
